,StopUID,StopNameZh_tw,StopNameEn,PositionLat,PositionLon,GeoHash,Bearing,上車人數,下車人數
1827,ILA301841,二結村,Erjie Village,24.706101,121.771383,wsqsdcx5q,E,34,1
1828,ILA301842,城仔,Chengzi,24.72704,121.76711,wsqsdvkj7,N,0,10
1829,ILA301843,城仔,Chengzi,24.72629,121.7673,wsqsdvk1p,S,18,1
1830,ILA301844,宜蘭縣政府,Yilan County Government,24.73132,121.76482,wsqsdy4qm,E,0,1
1831,ILA301845,宜蘭縣政府,Yilan County Government,24.730883,121.764751,wsqsdy47u,W,1,5
1832,ILA301846,宜蘭運動公園,Yilan Sport Park,24.73996,121.75951,wsqsdxy8d,E,0,3
1833,ILA301847,宜蘭運動公園,Yilan Sport Park,24.74022,121.75877,wsqsdxy40,W,1,0
1834,ILA301848,宜蘭高中,Yilan Senior High School,24.750695,121.741575,wsqsf39x0,E,207,345
1835,ILA301849,慈濟精舍,Tzuchi Abode,24.682812,121.785547,wsqs7m3eb,E,0,0
1836,ILA301850,福興村,Fuxing Village,24.683434,121.789943,wsqs7mkxr,E,0,5
1837,ILA301851,中福村,Zhongfu Village,24.68402,121.79333,wsqs7mx4y,E,0,3
1838,ILA301853,五結,Wujie,24.6847,121.79752,wsqs7tdnz,E,12,63
1839,ILA301854,南方澳,Nanfang-ao,24.58065,121.87034,wsqev4z28,W,5,0
1840,ILA301855,二城,Ercheng,24.83872,121.79295,wsqt73ybj,W,9,0
1841,ILA301856,二城,Ercheng,24.83857,121.79331,wsqt73xpj,E,0,11
1842,ILA301857,頭城交流道,Toucheng IC.,24.83762,121.78856,wsqt73e9x,W,17,0
1843,ILA301858,頭城交流道,Toucheng IC.,24.837169,121.787954,wsqt737qc,E,0,0
1844,ILA301859,白雲路,Baiyun Rd.,24.83689,121.78629,wsqt736j6,W,10,0
1845,ILA301861,白雲路,Baiyun Rd.,24.83669,121.78646,wsqt736hn,E,0,8
1846,ILA301862,礁溪轉運站,Jiaoxi Bus Station,24.83055,121.77758,wsqt7078r,W,0,0
1847,ILA301863,礁溪轉運站,Jiaoxi Bus Station,24.82999,121.7775,wsqt705tj,E,0,2
1848,ILA301864,礁溪湯圍溝,Jiaoxi Hot Spring,24.82877,121.773889,wsqt5pcn1,S,5,0
1849,ILA301865,礁溪湯圍溝,Jiaoxi Hot Spring,24.82839,121.77333,wsqt5pbeu,N,0,4
1850,ILA301866,礁溪電池廠,Jiaoxi Battery Factory,24.82462,121.77081,wsqt4znvc,S,27,0
1851,ILA301867,礁溪電池廠,Jiaoxi Battery Factory,24.82454,121.7709,wsqt4znv7,N,1,9
1852,ILA301868,礁溪國小,Jiaoxi Elementary School,24.821,121.76945,wsqt4ytbc,W,14,0
1853,ILA301869,協天廟,SieTian Temple,24.818766,121.768666,wsqt4yj5z,W,28,1
1854,ILA301871,二結,Erjie,24.70344,121.76801,wsqsdchgb,W,0,3
1855,ILA301872,蘇澳海事,Suao Marine & Fisheries Vocational High School,24.594435,121.844349,wsqeutk2g,N,0,0
1856,ILA301873,第一銀行,First Bank,24.757266,121.752503,wsqsfdcmw,S,0,3
1857,ILA301874,第一銀行,First Bank,24.75755,121.75266,wsqsfdcx4,N,3,0
1858,ILA301875,中興國小,Zhongxing Elementary School,24.69251,121.77,wsqs6znhq,N,0,0
1859,ILA301876,蘇澳海事,Su-Ao Marine and Fisheries Vocational High School,24.594669,121.84436,wsqeutk67,N,165,125
1860,ILA301887,羅東運動公園,Luodong Sports Park,24.680515,121.753451,wsqs6sfnm,E,0,0
1861,ILA301888,羅東運動公園,Luodong Sports Park,24.679942,121.753974,wsqs6sfe1,W,0,0
1862,ILA301889,宜農牧場,E-Long Goat Farm,24.689089,121.736154,wsqs6nt83,E,0,0
1863,ILA301890,宜農牧場,E-Long Goat Farm,24.688984,121.736187,wsqs6nmxf,W,0,0
1864,ILA301891,大洲車站,Dazhou Station,24.692222,121.730404,wsqs6p16s,E,0,0
1865,ILA301892,大洲車站,Dazhou Station,24.692206,121.730498,wsqs6p16w,W,0,0
1866,ILA301893,分洪堰,Fenhongyan,24.687319,121.726546,wsqs3ynw4,E,0,0
1867,ILA301894,分洪堰,Fenhongyan,24.687227,121.726555,wsqs3yntd,W,0,0
1868,ILA301895,陳定南紀念館,Chen Ding-Nan Memorial Park,24.689657,121.715952,wsqs3wwge,E,0,0
1869,ILA301896,陳定南紀念館,Chen Ding-Nan Memorial Park,24.689522,121.715811,wsqs3wwdz,W,0,0
1870,ILA301897,安農溪旅遊服務中心,Annong River Travel Service Center,24.671562,121.704152,wsqs37q62,E,0,0
1871,ILA301901,安農溪旅遊服務中心,Annong River Travel Service Center,24.671545,121.704299,wsqs37q65,W,0,0
1872,ILA301902,安農溪泛舟點,Annong River Aquatic Center,24.668713,121.698136,wsqs36ccs,E,0,0
1873,ILA301903,安農溪泛舟點,Annong River Aquatic Center,24.66861,121.697971,wsqs36cc0,W,0,0
1874,ILA301904,落羽松秘境,Bald Cypress Wonderland,24.67053,121.678169,wsqs2g5k6,E,0,0
1875,ILA301905,落羽松秘境,Bald Cypress Wonderland,24.670411,121.67821,wsqs2g57e,W,0,0
1876,ILA301906,三星青蔥文化館,Sanshing Green Onion Culture Palace,24.668102,121.650889,wsqs24xqp,E,0,0
1877,ILA301907,三星青蔥文化館,Sanshing Green Onion Culture Palace,24.668023,121.65091,wsqs24xmx,W,0,0
1878,ILA301908,憲明國小,Xian Ming Elementary School,24.66164,121.619135,wsqkr9827,E,0,0
1879,ILA301909,憲明國小,Xian Ming Elementary School,24.66168,121.6192,wsqkr982s,S,0,0
1880,ILA301910,長埤湖,Changpi Lake,24.643441,121.611477,wsqkpq4y2,E,0,0
1881,ILA302082,幸福轉運站,Happy Station,24.751682,121.756296,wsqsf9uhz,S,131,0
1882,ILA302083,幸福轉運站,Happy Station,24.751682,121.756296,wsqsf9uhz,N,0,81
1883,ILA302152,慈林文教,Chilin Culture and Education Center,24.709104,121.771344,wsqsdfphv,N,9,0
1884,ILA302153,二結王公廟,Erjie Wong-gong Temple,24.706416,121.768949,wsqsdctmq,S,0,0
1885,ILA302154,二結,Erjie,24.703365,121.767919,wsqsdchew,E,5,0
1886,ILA302156,涵松樓,Han Chung House,24.824414,121.766387,wsqt4z5sd,E,0,0
1887,ILA302157,濱海路一段,"Sec. 1, Binhai Rd",24.874903,121.838682,wsqts824z,E,0,0
1888,ILA302158,濱海路一段,"Sec. 1, Binhai Rd",24.875078,121.83852,wsqts825g,W,0,0
1889,ILA302159,大福路一段,"Sec. 1, Dafu Rd",24.795538,121.808244,wsqt5cfh3,E,0,0
1890,ILA302160,大福社區,Dafu community,24.805413,121.817366,wsqth58wn,E,0,0
1891,ILA302161,竹安小城,Jhu An town,24.812049,121.818717,wsqthhcst,E,0,0
1892,ILA302162,竹安小城,Jhu An town,24.812286,121.818477,wsqthhcw0,W,0,0
1893,ILA302163,大福社區,Dafu community,24.805427,121.817102,wsqth58w0,W,0,0
1894,ILA302164,大福路一段,"Sec. 1, Dafu Rd",24.79563,121.80816,wsqt5ccvp,W,0,0
1895,ILA302165,大吉五路309巷,"Ln. 309, Daji 5th Rd.",24.707379,121.802088,wsqse9vdf,E,0,0
1896,ILA302166,三吉中路,Sanji Central Rd.,24.708444,121.791868,wsqse6n1h,E,0,0
1897,ILA302167,中正西路,Zhongzheng W. Rd.,24.699889,121.768607,wsqsdbmpq,E,0,0
1898,ILA302168,中正西路,Zhongzheng W. Rd.,24.699866,121.768707,wsqsdbmr0,W,0,0
1899,ILA302169,三吉中路,Sanji Central Rd.,24.708432,121.792072,wsqse6n30,W,0,0
1900,ILA302170,三興廟,Sanxing Temple,24.708961,121.71662,wsqs9dpk4,E,0,0
1901,ILA302171,上埤,On Pi,24.751589,121.633817,wsqkzcgh3,E,0,0
1902,ILA302172,下埤,Under Pi,24.7502,121.6279,wsqkz9wsr,E,0,0
1903,ILA302173,永廣站,Yongguang,24.755167,121.712521,wsqscds37,E,0,0
1904,ILA302174,永廣站,Yongguang,24.755048,121.71248,wsqscds2d,W,0,0
1905,ILA302175,中山路五段,Xinsheng Elementary School,24.771549,121.757329,wsqsftsbx,E,0,0
1906,ILA302226,女中路二段,"Sec. 2, Nuzhong Rd.",24.744943,121.751094,wsqsf88mw,E,0,0
1907,ILA302227,農會辦事處,Farmer's Association,24.744971,121.700305,wsqsc2emy,E,0,0
1908,ILA302228,農會辦事處,Farmer's Association,24.744702,121.700507,wsqsc2es7,W,0,0
1909,ILA302229,女中路二段,"Sec. 2, Nuzhong Rd.",24.744832,121.751111,wsqsf88mn,W,0,0
1910,ILA302259,中山路五段,Xinsheng Elementary School,24.771581,121.757168,wsqsftsbg,W,0,0
1911,ILA302378,壯圍沙丘旅遊服務園區,Zhuangwei dune visitor center,24.738125,121.819399,wsqssp6nj,S,0,1
1912,ILA302379,壯圍沙丘旅遊服務園區,Zhuangwei dune visitor center,24.738125,121.819399,wsqssp6nj,N,2,0
1913,ILA302412,東澳火車站,Dong'ao Station,24.51849,121.8311,wsqekr6ww,W,2,3
1914,ILA302413,南澳鄉公所,Nan'ao Township Administration,24.46534,121.802858,wsqe5ty0u,W,0,0
1915,ILA302418,中興文創(四結),Chung Hsing Cultural and Creative Park,24.695317,121.769468,wsqs6ztud,N,0,0
1916,ILA302419,中興文創(四結),Chung Hsing Cultural and Creative Park,24.694536,121.769412,wsqs6ztb0,S,0,1
1917,ILA302420,進安宮,Jin An Gong,24.58405,121.86465,wsqev57hk,S,0,1
1918,ILA302421,壯圍沙丘旅遊服務園區,Zhuangwei dune visitor center,24.738221,121.819387,wsqssp6nt,E,0,0
1919,ILA302441,江夏路,Jiangxia Road,24.581908,121.865116,wsqev4grz,S,0,15
1920,ILA302442,南興里,Nanxing Village,24.58139,121.86744,wsqev4vhv,E,0,20
1921,ILA302443,聖母醫院,Camillians Saint Mary&#39;s Hospital Luodong,24.670713,121.770898,wsqs6gnv7,W,3,0
1922,ILA302445,博愛醫院,Lotung Poh-Ai Hospital,24.672815,121.76904,wsqs6gt98,W,0,0
1923,ILA302446,博愛醫院,Lotung Poh-Ai Hospital,24.672959,121.768605,wsqs6gt4q,E,0,5
1924,ILA302447,新店,Xin Dian,24.67201,121.82605,wsqsk5rhb,N,0,0
1925,ILA302448,新店,Xin Dian,24.67193,121.82594,wsqsk5quq,S,0,0
1926,ILA302449,仙水寺,Xianshui Temple,24.67429,121.83051,wsqsk7f60,E,0,0
1927,ILA302450,仙水寺,Xianshui Temple,24.67433,121.83051,wsqsk7f62,W,0,0
1928,ILA302451,開山廟,Kaishan Temple,24.675624,121.83214,wsqskk53y,N,0,0
1929,ILA302452,開山廟,Kaishan Temple,24.675882,121.832069,wsqskk57k,S,0,0
1930,ILA302453,季水村,Jishui Village,24.67824,121.83378,wsqskks9h,E,0,0
1931,ILA302454,季水村,Jishui Village,24.67827,121.83369,wsqskks96,S,0,0
1932,ILA302456,清水大鎮,Qing Shui Da Zhen,24.68392,121.83375,wsqskmsdk,N,0,0
1933,ILA302457,清水大鎮,Qing Shui Da Zhen,24.68389,121.83364,wsqskmsd1,S,0,0
1934,ILA302458,王爺廟,Royal Lords Temple,24.687579,121.833339,wsqskqhrd,N,0,0
1935,ILA302459,王爺廟,Royal Lords Temple,24.687388,121.833267,wsqskqhq2,S,0,0
1936,ILA302460,清水,Qing Shui,24.690782,121.834213,wsqskqufn,N,0,0
1937,ILA302461,清水,Qing Shui,24.690867,121.834087,wsqskqufe,S,0,0
1938,ILA302462,大閘門,Big Gate,24.69238,121.8317,wsqskr55s,W,0,0
1939,ILA302463,大閘門,Big Gate,24.692311,121.831735,wsqskr55j,E,0,0
1940,ILA302464,大眾廟-傳藝中心,Dazhong Temple - Center for Traditional Art,24.69243,121.82808,wsqskr0eb,W,0,0
1941,ILA302465,大眾廟-傳藝中心,Dazhong Temple - Center for Traditional Art,24.69234,121.82806,wsqskr07r,E,0,0
1942,ILA302466,大眾橋,Da Zhong Qiao,24.69232,121.82053,wsqskp550,W,0,0
1943,ILA302467,大眾橋,Da Zhong Qiao,24.692149,121.819906,wsqskp4d1,E,0,0
1944,ILA302468,下孝威,Xia Xiao Wei,24.69276,121.81595,wsqs7zptv,W,0,0
1945,ILA302469,下孝威,Xia Xiao Wei,24.692629,121.815986,wsqs7zpsy,E,0,0
1946,ILA302470,孝威,Xiao Wei,24.69454,121.81056,wsqs7ze8p,W,11,0
1947,ILA302471,孝威,Xiao Wei,24.694414,121.810556,wsqs7z7xr,E,0,9
1948,ILA302472,協和村,Xiehe Village,24.69084,121.80639,wsqs7ybdw,S,4,0
1949,ILA302473,協和村,Xiehe Village,24.69071,121.80647,wsqs7ybcb,N,0,0
1950,ILA302474,宏國木業,Hong Guo Wood Industry,24.68844,121.80382,wsqs7wqud,W,1,0
1951,ILA302475,宏國木業,Hong Guo Wood Industry,24.68842,121.80397,wsqs7wquq,E,0,2
1952,ILA302476,協和北路,Xiehe N. Rd.,24.68627,121.80083,wsqs7tuxv,W,0,0
1953,ILA302477,協和北路,Xiehe N. Rd.,24.68612,121.80087,wsqs7tuxj,E,0,0
1954,ILA302479,慈濟精舍,Tzuchi,24.682919,121.78568,wsqs7m3sk,S,0,0
1955,ILA302480,慈濟精舍,Tzuchi,24.68285,121.78555,wsqs7m3s0,E,0,0
1956,ILA302481,五結市中心,Wujie Down Town,24.68441,121.798,wsqs7tdt5,S,0,0
1957,ILA302482,五結市中心,Wujie Down Town,24.684399,121.798142,wsqs7tdtn,S,0,0
1958,ILA302483,國立傳統藝術中心,National Center for Tranditional Arts,24.68805,121.82548,wsqsknqd7,S,15,2
1959,ILA302484,幸福轉運站,Happy Station,24.7519,121.75655,wsqsf9uqm,W,45,0
1960,ILA302485,壯圍鄉公所,Zhuangwei Township Administration,24.74636,121.78568,wsqsg2ctu,N,13,21
1961,ILA302486,壯圍沙丘旅遊服務園區,Zhuangwei Dune Visitor Center,24.738125,121.819399,wsqssp6nj,E,7,3
1962,ILA302487,後埤,Houpi,24.74685,121.81636,wsqsgcpby,N,0,10
1963,ILA302488,永鎮濱海遊憩區,Yongzhen Seaside Park,24.77511,121.81541,wsqsgypm2,N,2,3
1964,ILA302489,大福海濱遊憩區,Dafu Seaside Park,24.802297,121.816976,wsqth507v,N,1,5
1965,ILA302490,頭城濱海森林公園,Toucheng Coastal Forest Park,24.852432,121.828341,wsqtkk0xy,N,1,2
1966,ILA302491,大坑觀景台,Dakeng Viewing Deck,24.856828,121.831263,wsqtkm4cd,N,0,0
1967,ILA302494,頭城火車站(舊頭城鎮公所),Toucheng Train Station,24.859568,121.823382,wsqtkjt16,N,0,9
1968,ILA302495,頭城火車站（舊頭城鎮公所）,Toucheng Train Station,24.859515,121.82344,wsqtkjt15,S,16,0
1969,ILA302496,頭城濱海森林公園,Toucheng Coastal Forest Park,24.852475,121.828315,wsqtkk28j,S,0,2
1970,ILA302497,大福海濱遊憩區,Dafu Seaside Park,24.80301,121.8168,wsqth5221,S,7,2
1971,ILA302498,永鎮濱海遊憩區,Yongzhen Seaside Park,24.77509,121.81525,wsqsgypjm,S,6,0
1972,ILA302499,後埤,Houpi,24.74684,121.8162,wsqsgcpbg,S,7,1
1973,ILA302500,壯圍鄉公所,Zhuangwei Township Administration,24.74652,121.78575,wsqsg2cwv,E,45,6
1974,ILA302501,幸福轉運站,Happy Station,24.75169,121.7563,wsqsf9ujp,E,0,70
1975,ILA302523,羅東養護所,Loudong Township,24.671957,121.759798,wsqs6equ8,W,53,2
1976,ILA302524,羅東養護所,Loudong Township,24.671822,121.760069,wsqs6eqgz,E,0,6
1977,ILA302579,烏石港轉運站,Wush Harbor( Wush Harbor Bus Station),24.868788,121.834961,wsqtkrjx0,E,53,5
1978,ILA302580,宜蘭中山公園,Yilan Park,24.75447,121.75381,wsqsfd6mj,E,0,0
1979,ILA302581,宜蘭運動公園,Yilan Sports Park,24.74022,121.75877,wsqsdxy40,E,0,0
1980,ILA302582,宜蘭運動公園,Yilan Sports Park,24.73996,121.75951,wsqsdxy8d,W,0,0
1981,ILA302583,宜蘭縣政府,Yilan County Hall,24.73132,121.76482,wsqsdy4qm,W,0,0
1982,ILA302584,宜蘭縣政府,Yilan County Hall,24.730883,121.764751,wsqsdy47u,S,0,0
1983,ILA302585,中興文創(四結),Chung Hsing Cultural and Creative Park,24.695317,121.769468,wsqs6ztud,E,0,0
1984,ILA302586,中興文創(四結),Chung Hsing Cultural and Creative Park,24.694536,121.769412,wsqs6ztb0,W,0,0
1985,ILA302587,安永心,Anyo Museum,24.6153,121.817856,wsqsh1149,W,0,0
1986,ILA302588,安永心,Anyo Museum,24.6149,121.817921,wsqsh1105,E,0,0
1987,ILA302595,宜蘭中山公園,Yilan ZhongshanPark,24.75433,121.75378,wsqsfd6kk,E,116,417
1988,ILA302598,頭城交流道,Toucheng IC.,24.837169,121.787954,wsqt737qc,E,1,8
1989,ILA302599,頭城交流道,Toucheng IC.,24.83762,121.78856,wsqt73e9x,W,8,4
1990,ILA302605,蘇澳港,Su&#39;ao Harbor,24.59621,121.85575,wsqeuvsek,E,0,0
1991,ILA302612,烏石港轉運站,Wushi HarborTransfer Station,24.869262,121.83516,wsqtkrm9u,E,0,0
1992,ILA302615,南澳鄉公所,Nan'ao Township Administration,24.465232,121.802862,wsqe5ty0k,E,0,0
1993,ILA302659,大福海濱遊憩區,Dafu Seaside Park,24.80301,121.8168,wsqth5221,S,2,0
1994,ILA302660,大福海濱遊憩區,Dafu Seaside Park,24.802279,121.816998,wsqth507t,N,0,12
1995,ILA302661,大福國小,Dafu Elementary School,24.79904,121.81387,wsqt5fw0u,S,0,0
1996,ILA302662,大福國小,Dafu Elementary School,24.79872,121.813604,wsqt5fmzn,N,0,0
1997,ILA302663,車路頭,Chelutou,24.7948,121.80614,wsqt5cb80,S,2,0
1998,ILA302664,車路頭,Chelutou,24.794638,121.806145,wsqt5c8x0,N,0,4
1999,ILA302665,福德廟,Fude Temple,24.78511,121.79536,wsqsgxbxt,S,0,0
2000,ILA302666,福德廟,Fude Temple,24.784901,121.795337,wsqsgxbwt,N,0,0
2001,ILA302667,土圍,Tuwei,24.77858,121.78928,wsqsgqu1x,S,0,0
2002,ILA302668,土圍,Tuwei,24.778243,121.789162,wsqsgqspt,N,0,0
2003,ILA302669,古亭國小,Elementary School,24.770949,121.797946,wsqsgt6t1,S,0,0
2004,ILA302670,古亭國小,Elementary School,24.77106,121.79774,wsqsgt6mv,N,0,3
2005,ILA302671,中央路,Zhongyang Rd.,24.76601,121.79588,wsqsgs903,S,0,0
2006,ILA302672,中央路,Zhongyang Rd.,24.76576,121.79584,wsqsgs3p0,N,0,0
2007,ILA302673,壯圍鄉公所,Zhuangwei Township office,24.746773,121.786125,wsqsg31bq,S,1,0
2008,ILA302674,壯圍鄉公所,Zhuangwei Township office,24.746623,121.78638,wsqsg2fps,N,14,2
2009,ILA302675,美福協天廟,Xietian Temple,24.726847,121.787384,wsqsem6u7,W,0,0
2010,ILA302676,美福協天廟,Xietian Temple,24.726798,121.787674,wsqsem7h4,N,0,0
2011,ILA302677,美福鎮安宮,Zhen'an Temple,24.724673,121.780284,wsqsehvxw,W,0,0
2012,ILA302678,美福鎮安宮,Zhen'an Temple,24.724688,121.780295,wsqsehvxw,E,0,0
2013,ILA302679,東津路口,Dongjin Rd.,24.724876,121.775744,wsqsej42u,N,0,0
2014,ILA302680,東津路口,Dongjin Rd.,24.724754,121.775629,wsqsej421,E,0,0
2015,ILA302681,青果市場,Yilan Fruit and Vegetable Wholesale Market,24.737981,121.777108,wsqsep7mh,W,0,0
2016,ILA302682,青果市場,Yilan Fruit and Vegetable Wholesale Market,24.737734,121.777008,wsqsep779,E,0,0
2017,ILA302683,宜蘭轉運站2,Yilan Bus Station2,24.751347,121.758443,wsqsf9vg1,N,9,2
2018,ILA302685,宜蘭後火車站,Yilan Train Station,24.754019,121.758973,wsqsfdq4t,S,0,1
2019,ILA302686,宜蘭後火車站,Yilan Train Station,24.75409,121.75925,wsqsfdq7h,N,0,1
2020,ILA302687,陽大醫院(蘭陽院區),NYCU Hospital (Lanyang Campus),24.74913,121.75858,wsqsf9myh,E,3,2
2021,ILA302688,宜蘭市公所,Yilan City Office,24.75191,121.75321,wsqsf9cyr,N,0,0
2022,ILA302689,宜蘭市公所,Yilan City Office,24.75196,121.75303,wsqsf9cye,S,0,0
2023,ILA302690,新月廣場（宜蘭酒廠）,Luna Plaza(Yilan Winery),24.75375,121.75177,wsqsfd2cj,N,0,6
2024,ILA302692,新月廣場(宜蘭酒廠),Luna Plaza(Yilan Winery),24.75394,121.7517,wsqsfd2fh,S,1,0
2025,ILA302693,宜蘭中山公園,Yilan Park,24.75429,121.75385,wsqsfd6kn,N,0,0
2026,ILA302694,宜蘭中山公園,Yilan Park,24.75447,121.75375,wsqsfd6mh,S,0,0
2027,ILA302695,舊城東路,Jiucheng E. Rd.,24.75651,121.75616,wsqsfdu1h,W,0,0
2028,ILA302696,舊城東路,Jiucheng E. Rd.,24.75648,121.75596,wsqsfdgbz,E,1,0
2029,ILA302697,陽大新民院區,NYCU Hospital (Xinmin District),24.7575,121.75438,wsqsfdfyf,W,3,0
2030,ILA302698,陽大新民院區,NYCU Hospital (Xinmin District),24.75741,121.7541,wsqsfdfwk,E,0,0
2031,ILA302699,文昌宮,Wen Chang Temple,24.758129,121.750957,wsqsfe06d,W,0,0
2032,ILA302700,文昌宮,Wen Chang Temple,24.758038,121.750962,wsqsfe065,E,1,0
2033,ILA302701,梅洲社區(慈航宮),Meizhou Community(Cihang Temple),24.763384,121.744278,wsqsfk53p,E,1,1
2034,ILA302710,馬賽國小(側門),Masai Elementary School (Side Gate),24.620967,121.835478,wsqsh6jgs,E,0,0
2035,ILA302712,馬賽國小(側門),Masai Elementary School (Side Gate),24.621068,121.835441,wsqsh6ju5,W,0,0
2036,ILA302713,榮民醫院蘇澳分院,Veterans General Hospital (Su'ao Branch),24.615118,121.84912,wsqsh9pc6,N,0,0
2037,ILA302715,榮民醫院蘇澳分院,Veterans General Hospital (Su'ao Branch),24.615101,121.848863,wsqsh9p9k,S,0,0
2038,ILA302717,蘇澳轉運站,Su'ao Station,24.595414,121.852507,wsqeuv6q9,W,0,0
2039,ILA302784,礁溪轉運站,Jiaoxi Transfer Station,24.82999,121.7775,wsqt705tj,E,55,130
2040,ILA302785,礁溪轉運站,Jiaoxi Transfer Station,24.83055,121.77758,wsqt7078r,W,190,47
2041,ILA302787,羅東夜市(中山公園),Luodong Night Market (Zhongshan Park),24.67661,121.76794,wsqs6uhxw,S,199,297
2042,ILA302879,蘇澳轉運站,Su'ao Transit Station,24.595434,121.852642,wsqeuv6qu,E,230,186
2043,ILA302880,蘇澳轉運站,Su'ao Transit Station,24.595434,121.852642,wsqeuv6qu,E,95,71
2044,ILA302919,綜合運動場,Comprehensive Gymnasium,24.668773,121.652473,wsqs26bdh,S,0,8
2045,ILA302920,綜合運動場,Comprehensive Gymnasium,24.668857,121.652636,wsqs26bdx,N,1,0
2046,ILA302921,建富,Jianfu,24.684291,121.68899,wsqs3jehq,N,1,1
2047,ILA302922,尚貴,Shanggui,24.688054,121.688464,wsqs3n6f6,N,8,14
2048,ILA302923,紅柴林城,Hongchailin,24.692716,121.675092,wsqs2z1j7,W,0,0
2049,ILA302924,武同宮,Wutong Temple,24.681224,121.678411,wsqs2v5d8,S,0,0
2050,ILA302925,武同宮,Wutong Temple,24.681285,121.678529,wsqs2v5dg,N,1,0
2051,ILA302926,紅柴林城,Hongchailin,24.69252,121.674976,wsqs2z1h2,E,0,0
2052,ILA302927,尚貴,Shanggui,24.68813,121.688339,wsqs3n6dz,S,2,0
2053,ILA302928,建富,Jianfu,24.684545,121.688818,wsqs3jejf,S,2,0
2054,ILA302992,港口路,Gangkou Rd,24.87046,121.83537,wsqtkrtbc,E,0,7
2055,ILA303058,玉龍路二段,"Sec. 2, Yulong Rd.",24.813887,121.793911,wsqt5mpx7,N,0,0
2056,ILA303059,玉龍路二段,"Sec. 2, Yulong Rd.",24.813985,121.793762,wsqt5mpxb,S,0,0
2057,ILA303060,大樹公,DaShuGong,24.756254,121.768783,wsqsfftrd,W,0,0
2058,ILA303063,港口路,Gangkou Rd.,24.618901,121.842582,wsqsh9ep3,E,0,0
2059,ILA303064,港口路,Gangkou Rd.,24.618953,121.842525,wsqsh9epb,W,0,0
2060,ILA303065,大樹公,DaShuGong,24.75605,121.768721,wsqsfftq2,E,0,0
2061,ILA303066,福巖寺,Fuyan Temple,24.784249,121.736653,wsqsfpvft,W,0,0
2062,ILA303067,福巖寺,Fuyan Temple,24.784222,121.736522,wsqsfpvfd,E,0,0
2063,ILA303068,員山國中,Yuanshan Junior High School,24.749803,121.714684,wsqsc9tfj,W,20,26
2064,ILA303069,員山國中,Yuanshan Junior High School,24.74972,121.714896,wsqsc9w1d,E,15,8
2065,ILA303070,古結路,Gu Jie Rd.,24.737926,121.799276,wsqsex7sb,S,0,5
2066,ILA303071,古結路,Gu Jie Rd.,24.737864,121.799559,wsqsex7sx,N,3,0
2067,ILA303072,羅東夜市(中山公園),Luodong Night Market(Zhongshan Park),24.67644,121.76807,wsqs6uhy9,N,320,144
2068,ILA303074,中興文創(四結),Chung Hsing Cultural And Creative Park,24.695317,121.769468,wsqs6ztud,N,9,12
2069,ILA303075,幸福轉運站,Happy transfer station,24.751682,121.756296,wsqsf9uhz,N,101,73
2070,ILA303077,幸福轉運站,Happy transfer station,24.751682,121.756296,wsqsf9uhz,S,14,58
2071,ILA303078,宜蘭火車站(光復路),Yilan Train Station(Guangfu Rd.),24.75491,121.75677,wsqsfdkxf,E,32,76
2072,ILA303079,宜蘭火車站(光復路),Yilan Train Station(Guangfu Rd.),24.75501,121.75684,wsqsfds8k,N,68,54
2073,ILA303080,蘭陽別院(念佛會),Lan Yang House,24.762247,121.754012,wsqsfefdd,E,56,35
2074,ILA303081,蘭陽別院(念佛會),Lan Yang House,24.762132,121.753852,wsqsfef3y,S,43,51
2075,ILA303083,二結王公廟,Wong-gong Temple,24.70651,121.76902,wsqsdctmz,S,15,17
2076,ILA303084,義成路口,Yicheng Rd. Intersection,24.668504,121.767546,wsqs6fu2m,N,5,0
2077,ILA303086,幸福轉運站,Happy Station,24.7519,121.75655,wsqsf9uqm,N,33,9
2078,ILA303087,幸福轉運站,Happy Station,24.75169,121.7563,wsqsf9ujp,S,2,62
2079,ILA303088,宜蘭火車站(光復路),Yilan Train Station(Guangfu Rd.),24.755172,121.756306,wsqsfds1r,W,249,5
2080,ILA303089,宜蘭火車站(光復路),Yilan Train Station(Guangfu Rd.),24.754995,121.756177,wsqsfds0k,E,0,157
2081,ILA303090,蘭陽別院(念佛會),Lan Yang House,24.762132,121.753852,wsqsfef3y,S,0,0
2082,ILA303091,蘭陽別院(念佛會),Lan Yang House,24.762247,121.754012,wsqsfefdd,N,0,0
2083,ILA303302,孝威一路,Xiaowei 1st Rd.,24.697933,121.808553,wsqseb47c,W,0,0
2084,ILA303303,孝威一路,Xiaowei 1st Rd.,24.69784,121.808708,wsqseb47k,E,0,0
2085,ILA303305,金土地公站,Golden Earth God Station,24.697639,121.765744,wsqsdb545,N,0,0
2086,ILA303306,農權路,Nongcyuan Rd.,24.746562,121.750682,wsqsf8bph,E,0,0
2087,ILA303307,農權路,Nongcyuan Rd.,24.746678,121.750569,wsqsf8bpc,W,0,0
2088,ILA303330,進士路,Jinshi Rd.,24.74334,121.747754,wsqsf2qh2,N,0,0
2089,ILA303331,進士路,Jinshi Rd.,24.743416,121.747659,wsqsf2muy,S,0,0
2090,ILA303467,三星一站,Sanxing 1st Station,24.6666899991574,121.653299956336,wsqs263jz,W,0,0
